n,base,base_nomenclature,order_no,line_no,del_no,supply_code,priority,part_number,spec_number,cage_code,part_description,demand_total_qty,uai,tail_number,variant,iwerk_customer,co_status,date_planned,ifs_delivered_date_uni,ifs_inv_closed_date,ifs_co_type,customer_no,po_num,po_status,wo_description,cust_wo_ref,rep_ind,unified_cwt,base_conus_oconus_afloat,smr_cd,created,date_released,date_reserved,date_partial_delivery,to_qty_dlvrd,squadron_name,adjusted_metric_priority,ia_code,gie_cleansed_datetime,categorization,is_tctd_demand,wait_time
1208,KLUF,LUKE AFB,000000131615,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-01-06 16:55:00,2020-01-06 17:06:00,2020-01-06 17:08:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-01-06,2020-01-06 16:55:00,2020-01-06 16:55:00,null,1,null,3,J56,2020-01-06 16:55:00,GIE Demand,false,0.007638889
1209,KLUF,LUKE AFB,000000208883,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-09-17 14:00:00,2021-09-17 14:08:00,2021-09-17 14:11:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-09-17,2021-09-17 14:00:00,2021-09-17 14:00:00,null,1,null,3,J56,2021-09-17 14:00:00,GIE Demand,false,0.0055555557
1210,KLUF,LUKE AFB,000000172703,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-11-12 14:55:00,2020-11-12 15:14:00,2020-11-12 15:17:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-11-12,2020-11-12 14:55:00,2020-11-12 14:55:00,null,1,null,3,J56,2020-11-12 14:55:00,GIE Demand,false,0.013194445
1211,KLUF,LUKE AFB,000000173563,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-11-18 15:33:00,2020-11-18 15:42:00,2020-11-18 15:46:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-11-18,2020-11-18 15:33:00,2020-11-18 15:33:00,null,1,null,3,J56,2020-11-18 15:33:00,GIE Demand,false,0.00625
1212,KLUF,LUKE AFB,000000056199,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-01-09 17:01:00,2018-01-09 17:10:00,2018-01-09 17:20:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-01-09,2018-01-09 17:01:00,2018-01-09 17:01:00,null,1,null,3,J56,2018-01-09 17:01:00,GIE Demand,false,0.00625
1213,KLUF,LUKE AFB,000000273344,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2023-01-27 17:16:00,2023-01-27 17:25:00,2023-01-27 17:28:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2023-01-27,2023-01-27 17:16:00,2023-01-27 17:16:00,null,1,null,3,J56,2023-01-27 17:16:00,GIE Demand,false,0.00625
1214,KLUF,LUKE AFB,000000110365,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-06-25 17:11:00,2019-06-25 17:23:00,2019-06-25 17:27:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-06-25,2019-06-25 17:11:00,2019-06-25 17:11:00,null,1,null,3,J56,2019-06-25 17:11:00,GIE Demand,false,0.008333334
1215,KLUF,LUKE AFB,000000258649,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-09-28 14:46:00,2022-09-28 14:58:00,2022-09-28 15:10:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-09-28,2022-09-28 14:46:00,2022-09-28 14:46:00,null,1,null,3,J56,2022-09-28 14:46:00,GIE Demand,false,0.008333334
1216,KLUF,LUKE AFB,000000103454,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-04-29 17:37:00,2019-04-29 17:48:00,2019-04-29 17:51:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-04-29,2019-04-29 17:37:00,2019-04-29 17:38:00,null,1,null,3,J56,2019-04-29 17:37:00,GIE Demand,false,0.007638889
1217,KLUF,LUKE AFB,000000230654,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-03-10 13:52:00,2022-03-10 14:00:00,2022-03-10 14:02:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-03-10,2022-03-10 13:52:00,2022-03-10 13:52:00,null,1,null,3,J56,2022-03-10 13:52:00,GIE Demand,false,0.0055555557
1218,KLUF,LUKE AFB,000000065616,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-04-25 07:56:00,2018-04-25 08:17:00,2018-04-25 09:07:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-04-25,2018-04-25 07:56:00,2018-04-25 07:56:00,null,1,null,3,J56,2018-04-25 07:56:00,GIE Demand,false,0.014583333
1219,KLUF,LUKE AFB,000000162519,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-08-28 15:19:00,2020-08-28 15:34:00,2020-08-28 15:36:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-08-28,2020-08-28 15:19:00,2020-08-28 15:19:00,null,1,null,3,J56,2020-08-28 15:19:00,GIE Demand,false,0.010416667
1220,KLUF,LUKE AFB,000000084555,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-11-07 22:25:00,2018-11-07 22:41:00,2018-11-07 22:46:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-11-07,2018-11-07 22:25:00,2018-11-07 22:26:00,null,1,null,3,J56,2018-11-07 22:25:00,GIE Demand,false,0.011111111
1221,KLUF,LUKE AFB,000000122109,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-10-03 19:06:00,2019-10-03 19:21:00,2019-10-03 19:24:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-10-03,2019-10-03 19:07:00,2019-10-03 19:07:00,null,1,null,3,J56,2019-10-03 19:06:00,GIE Demand,false,0.010416667
1222,KLUF,LUKE AFB,000000064762,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-04-13 13:46:00,2018-04-13 13:58:00,2018-04-13 14:05:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-04-13,2018-04-13 13:46:00,2018-04-13 13:46:00,null,1,null,3,J56,2018-04-13 13:46:00,GIE Demand,false,0.008333334
1223,KLUF,LUKE AFB,000000100944,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-04-08 09:57:00,2019-04-08 10:07:00,2019-04-08 10:09:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-04-08,2019-04-08 09:57:00,2019-04-08 09:58:00,null,1,null,3,J56,2019-04-08 09:57:00,GIE Demand,false,0.0069444445
1224,KLUF,LUKE AFB,000000117990,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-08-28 16:41:00,2019-08-28 16:52:00,2019-08-28 16:55:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-08-28,2019-08-28 16:41:00,2019-08-28 16:41:00,null,1,null,3,J56,2019-08-28 16:41:00,GIE Demand,false,0.007638889
1225,KLUF,LUKE AFB,000000055828,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-01-04 17:09:00,2018-01-04 17:26:00,2018-01-04 19:40:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-01-04,2018-01-04 17:09:00,2018-01-04 17:09:00,null,1,null,3,J56,2018-01-04 17:09:00,GIE Demand,false,0.011805556
1226,KLUF,LUKE AFB,000000095118,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-02-12 19:53:00,2019-02-12 20:10:00,2019-02-12 20:13:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-02-12,2019-02-12 19:53:00,2019-02-12 19:53:00,null,1,null,3,J56,2019-02-12 19:53:00,GIE Demand,false,0.011805556
1227,KLUF,LUKE AFB,000000042029,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-07-05 17:16:00,2017-07-05 17:29:00,2017-07-05 17:34:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-07-05,2017-07-05 17:16:00,2017-07-05 17:16:00,null,1,null,3,J56,2017-07-05 17:16:00,GIE Demand,false,0.009027778
1228,KLUF,LUKE AFB,000000156551,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-07-17 16:19:00,2020-07-17 16:28:00,2020-07-17 16:32:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-07-17,2020-07-17 16:19:00,2020-07-17 16:19:00,null,1,null,3,J56,2020-07-17 16:19:00,GIE Demand,false,0.00625
1229,KLUF,LUKE AFB,000000224813,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-01-25 13:43:00,2022-01-25 13:54:00,2022-01-25 13:55:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-01-25,2022-01-25 13:43:00,2022-01-25 13:43:00,null,1,null,3,J56,2022-01-25 13:43:00,GIE Demand,false,0.007638889
1230,KLUF,LUKE AFB,000000102760,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-04-22 19:40:00,2019-04-22 19:55:00,2019-04-22 20:56:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-04-22,2019-04-22 19:40:00,2019-04-22 19:40:00,null,1,null,3,J56,2019-04-22 19:40:00,GIE Demand,false,0.010416667
1231,KLUF,LUKE AFB,000000076496,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-08-21 16:45:00,2018-08-21 16:56:00,2018-08-21 17:04:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-08-21,2018-08-21 16:45:00,2018-08-21 16:45:00,null,1,null,3,J56,2018-08-21 16:45:00,GIE Demand,false,0.007638889
1232,KLUF,LUKE AFB,000000264278,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-11-08 13:11:00,2022-11-08 13:19:00,2022-11-08 13:21:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-11-08,2022-11-08 13:11:00,2022-11-08 13:11:00,null,1,null,3,J56,2022-11-08 13:11:00,GIE Demand,false,0.0055555557
1233,KLUF,LUKE AFB,000000165265,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-09-16 14:36:00,2020-09-16 14:45:00,2020-09-16 14:48:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-09-16,2020-09-16 14:36:00,2020-09-16 14:36:00,null,1,null,3,J56,2020-09-16 14:36:00,GIE Demand,false,0.00625
1234,KLUF,LUKE AFB,000000127057,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-11-08 16:32:00,2019-11-08 16:49:00,2019-11-08 16:52:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-11-08,2019-11-08 16:32:00,2019-11-08 16:32:00,null,1,null,3,J56,2019-11-08 16:32:00,GIE Demand,false,0.011805556
1235,KLUF,LUKE AFB,000000103848,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-05-02 11:15:00,2019-05-02 11:27:00,2019-05-02 11:35:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-05-02,2019-05-02 11:15:00,2019-05-02 11:15:00,null,1,null,3,J56,2019-05-02 11:15:00,GIE Demand,false,0.008333334
1236,KLUF,LUKE AFB,000000252659,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-08-19 15:06:00,2022-08-19 15:18:00,2022-08-19 15:26:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-08-19,2022-08-19 15:06:00,2022-08-19 15:06:00,null,1,null,3,J56,2022-08-19 15:06:00,GIE Demand,false,0.008333334
1237,KLUF,LUKE AFB,000000144334,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-04-16 00:25:00,2020-04-16 00:45:00,2020-04-16 00:49:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-04-16,2020-04-16 00:25:00,2020-04-16 00:25:00,null,1,null,3,J56,2020-04-16 00:25:00,GIE Demand,false,0.013888889
1238,KLUF,LUKE AFB,000000269717,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-12-27 17:46:00,2022-12-27 17:56:00,2022-12-27 18:00:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-12-27,2022-12-27 17:46:00,2022-12-27 17:46:00,null,1,null,3,J56,2022-12-27 17:46:00,GIE Demand,false,0.0069444445
1239,KLUF,LUKE AFB,000000045295,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-08-21 19:34:00,2017-08-21 19:45:00,2017-08-21 20:05:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-08-21,2017-08-21 19:34:00,2017-08-21 19:34:00,null,1,null,3,J56,2017-08-21 19:34:00,GIE Demand,false,0.007638889
1240,KLUF,LUKE AFB,000000148404,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-05-18 23:40:00,2020-05-18 23:58:00,2020-05-19 00:08:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-05-18,2020-05-18 23:40:00,2020-05-18 23:40:00,null,1,null,3,J56,2020-05-18 23:40:00,GIE Demand,false,0.0125
191836,KNBC,MCAS BEAUFORT,000000097676,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2020-11-30 17:54:00,2020-11-30 17:55:00,2020-11-30 18:07:00,SO,BPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2020-11-30,2020-11-30 17:54:00,2020-11-30 17:54:00,null,1,null,2,J85,2020-11-30 17:54:00,GIE Demand,false,0.00069444446
191837,RJOI,MCAS IWAKUNI,000000051838,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-12-07 04:57:00,2022-12-07 06:55:00,2022-12-12 00:11:00,SO,GF7,null,null,null,null,Consumable,0.08,OConUS,PAOZZN,2022-12-07,2022-12-07 04:57:00,2022-12-07 04:57:00,null,1,null,2,J85,2022-12-07 04:57:00,GIE Demand,false,0.08194444
191838,KNLC,NAS LEMOORE,000000056080,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2021-08-05 17:50:00,2021-08-05 17:53:00,2021-08-05 17:55:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2021-08-05,2021-08-05 17:50:00,2021-08-05 17:50:00,null,1,null,2,J85,2021-08-05 17:50:00,GIE Demand,false,0.0020833334
191839,KNBC,MCAS BEAUFORT,000000141577,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2023-02-13 17:44:00,2023-02-13 17:47:00,2023-02-13 17:50:00,SO,BPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2023-02-13,2023-02-13 17:44:00,2023-02-13 17:44:00,null,1,null,2,J85,2023-02-13 17:44:00,GIE Demand,false,0.0020833334
191840,S044,NEVATIM AIR BASE,000000036188,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,2022-05-03 16:53:00,2022-05-04 06:39:00,2022-05-05 08:19:00,SO,IPTC,null,null,null,null,Consumable,0.57,OConUS,PAOZZN,2022-05-03,2022-05-03 16:53:00,2022-05-03 16:53:00,null,1,null,2,J85,2022-05-03 16:53:00,GIE Demand,false,0.57361114
191841,KNLC,NAS LEMOORE,000000084166,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2023-01-20 18:38:00,2023-01-20 18:45:00,2023-01-20 19:17:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2023-01-20,2023-01-20 18:38:00,2023-01-20 18:38:00,null,1,null,2,J85,2023-01-20 18:38:00,GIE Demand,false,0.0048611113
191842,KNBC,MCAS BEAUFORT,000000108425,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2021-05-10 14:36:00,2021-05-10 14:48:00,2021-05-10 14:59:00,SO,BPFF,null,null,null,null,Consumable,0.01,ConUS,PAOZZN,2021-05-10,2021-05-10 14:36:00,2021-05-10 14:36:00,null,1,null,2,J85,2021-05-10 14:36:00,GIE Demand,false,0.008333334
191843,S044,NEVATIM AIR BASE,000000043869,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,2023-01-24 13:47:00,2023-01-25 12:10:00,2023-01-26 08:55:00,SO,IPTC,null,null,null,null,Consumable,0.93,OConUS,PAOZZN,2023-01-24,2023-01-24 13:47:00,2023-01-24 13:47:00,null,1,null,2,J85,2023-01-24 13:47:00,GIE Demand,false,0.9326389
191844,EGYM,RAF MARHAM,000000040186,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAF,Invoiced/Closed,2022-02-17 13:00:00,2022-02-17 13:05:00,2022-02-17 13:10:00,SO,MRM,null,null,null,null,Consumable,0,OConUS,PAOZZN,2022-02-17,2022-02-17 13:00:00,2022-02-17 13:00:00,null,1,null,2,J85,2022-02-17 13:00:00,GIE Demand,false,0.0034722222
191845,RJOI,MCAS IWAKUNI,000000049546,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-10-11 15:51:00,2022-10-12 02:15:00,2022-10-12 02:29:00,SO,GGB,null,null,null,null,Consumable,0.43,OConUS,PAOZZN,2022-10-11,2022-10-11 15:52:00,2022-10-11 15:52:00,null,1,null,2,J85,2022-10-11 15:51:00,GIE Demand,false,0.43333334
191946,KNBC,MCAS BEAUFORT,000000097553,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2020-11-25 18:33:00,2020-11-25 19:10:00,2020-11-25 19:23:00,SO,BPFF,null,null,null,null,Consumable,0.03,ConUS,PAOZZN,2020-11-25,2020-11-25 18:33:00,2020-11-25 18:33:00,null,1,null,2,J85,2020-11-25 18:33:00,GIE Demand,false,0.025694445
191947,KNBC,MCAS BEAUFORT,000000083335,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2020-04-20 14:59:00,2020-04-20 15:32:00,2020-04-20 16:03:00,SO,BPFF,null,null,null,null,Consumable,0.02,ConUS,PAOZZN,2020-04-20,2020-04-20 14:59:00,2020-04-20 14:59:00,null,1,null,2,J85,2020-04-20 14:59:00,GIE Demand,false,0.022916667
191948,YWLM,RAAF WILLIAMTOWN,000000043713,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2022-07-04 21:41:00,2022-07-04 23:25:00,2022-07-05 00:11:00,SO,77SQ,null,null,null,null,Consumable,0.07,OConUS,PAOZZN,2022-07-04,2022-07-04 21:41:00,2022-07-04 21:41:00,null,1,null,2,J85,2022-07-04 21:41:00,GIE Demand,false,0.072222225
191949,KNLC,NAS LEMOORE,000000043971,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2020-10-27 21:14:00,2020-10-27 21:22:00,2020-10-27 21:25:00,SO,LPFF,null,null,null,null,Consumable,0.01,ConUS,PAOZZN,2020-10-27,2020-10-27 21:14:00,2020-10-27 21:14:00,null,1,null,2,J85,2020-10-27 21:14:00,GIE Demand,false,0.0055555557
191950,YWLM,RAAF WILLIAMTOWN,000000038603,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2022-03-22 11:45:00,2022-03-22 11:58:00,2022-03-22 12:30:00,SO,3SQN,null,null,null,null,Consumable,0.01,OConUS,PAOZZN,2022-03-22,2022-03-22 11:45:00,2022-03-22 11:45:00,null,1,null,2,J85,2022-03-22 11:45:00,GIE Demand,false,0.009027778
191951,YWLM,RAAF WILLIAMTOWN,000000027009,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2021-07-27 01:43:00,2021-07-27 03:57:00,2021-07-27 04:57:00,SO,3SQN,null,null,null,null,Consumable,0.09,OConUS,PAOZZN,2021-07-27,2021-07-27 01:43:00,2021-07-27 01:43:00,null,1,null,2,J85,2021-07-27 01:43:00,GIE Demand,false,0.093055554
191952,KNLC,NAS LEMOORE,000000080517,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2022-11-01 16:40:00,2022-11-01 16:44:00,2022-11-01 16:46:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-11-01,2022-11-01 16:40:00,2022-11-01 16:40:00,null,1,null,2,J85,2022-11-01 16:40:00,GIE Demand,false,0.0027777778
191953,KNLC,NAS LEMOORE,000000064908,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2022-02-16 21:09:00,2022-02-16 21:12:00,2022-02-16 21:13:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-02-16,2022-02-16 21:09:00,2022-02-16 21:09:00,null,1,null,2,J85,2022-02-16 21:09:00,GIE Demand,false,0.0020833334
191954,S044,NEVATIM AIR BASE,000000025569,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,2021-05-02 11:52:00,2021-05-03 08:49:00,2021-05-03 15:06:00,SO,IPTC,null,null,null,null,Consumable,0.87,OConUS,PAOZZN,2021-05-02,2021-05-02 11:52:00,2021-05-02 11:52:00,null,1,null,2,J85,2021-05-02 11:52:00,GIE Demand,false,0.87291664
191955,EGYM,RAF MARHAM,000000033022,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAF,Invoiced/Closed,2021-07-01 14:38:00,2021-07-01 15:06:00,2021-07-01 15:30:00,SO,MRM,null,null,null,null,Consumable,0.02,OConUS,PAOZZN,2021-07-01,2021-07-01 14:38:00,2021-07-01 14:38:00,null,1,null,2,J85,2021-07-01 14:38:00,GIE Demand,false,0.019444445
191956,KNBC,MCAS BEAUFORT,000000127501,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-04-11 19:00:00,2022-04-12 00:35:00,2022-04-12 02:46:00,SO,FE3,null,null,null,null,Consumable,0.23,ConUS,PAOZZN,2022-04-11,2022-04-11 19:00:00,2022-04-11 19:00:00,null,1,null,2,J85,2022-04-11 19:00:00,GIE Demand,false,0.2326389
191957,KNBC,MCAS BEAUFORT,000000098214,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2020-12-09 12:29:00,2020-12-09 13:10:00,2020-12-09 13:17:00,SO,BPFF,null,null,null,null,Consumable,0.03,ConUS,PAOZZN,2020-12-09,2020-12-09 12:29:00,2020-12-09 12:29:00,null,1,null,2,J85,2020-12-09 12:29:00,GIE Demand,false,0.028472222
191958,KNBC,MCAS BEAUFORT,000000128748,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-05-04 13:03:00,2022-05-04 13:07:00,2022-05-04 13:43:00,SO,BPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-05-04,2022-05-04 13:03:00,2022-05-04 13:03:00,null,1,null,2,J85,2022-05-04 13:03:00,GIE Demand,false,0.0027777778
191959,KNLC,NAS LEMOORE,000000052540,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2021-05-10 17:48:00,2021-05-10 17:54:00,2021-05-10 18:01:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2021-05-10,2021-05-10 17:48:00,2021-05-10 17:48:00,null,1,null,2,J85,2021-05-10 17:48:00,GIE Demand,false,0.004166667
